链接,赞,转发,评论,时间,内容概要
http://m.weibo.com/2460997447/D4aHC1Adp,9986,56,418,2015-11-16 23:14:49 来自iPhone 6 Plus,好了我懂了！！！ 
http://m.weibo.com/2460997447/D48ESjwEy,78457,22866,20015,2015-11-16 18:02:35 来自秒拍网页版,你有酱婶儿的盆友吗之第二弹——有些人失恋，不要劝。亲身经历，全是泪。（我来更新啦，又是一个自己和自己玩得很开心的视频哈哈 （ps.谁更告诉我“素材管理”里的原创素材到底怎么发布啊？_(:з」∠)_我编辑完了之后发现自己不会发。。。 秒拍视频 .
http://m.weibo.com/2460997447/D3NbjEish,16704,125,174,2015-11-14 11:22:04 来自iPhone 6 Plus,分享图片
http://m.weibo.com/2460997447/D3GkSie0m,57906,9785,8835,2015-11-13 17:56:23 来自秒拍网页版,在刚刚过去的双11，你和你的钱包你的手你的购物车都还好吗！之后和我一起吃土吧！（都憋催！这不更新了吗！视频创意拍摄剪辑上传订阅号等等都只有我一个人在做，略忙不过来，但我每周都会保持更新量的，请继续支持我鼓励我保护我！ps.在被人搬运的视频下at原po我的，谢谢你们！ 秒拍视频
http://m.weibo.com/2460997447/D3edWymxJ,33536,1965,2087,2015-11-10 18:22:24 来自秒拍客户端,papi酱——提前送给单身的你几句暖心话。难得录温情的视频，给大家分享一些情感经验。我怕你们明天都去双十一了，所以现在发啦。[闭眼秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/D34JsnARz,53940,17798,9944,2015-11-09 18:12:35 来自秒拍网页版,你的爱豆脱单了吗？谨以此献给所有如我一样的美少女追星族。（我来发视频了！感谢大家过去几天对我的资词与夜耐，射射你们！（媚眼 秒拍视频 .
http://m.weibo.com/2460997447/D2N2ZbokD,29035,4948,1778,2015-11-07 21:11:15 来自iPhone 6 Plus,“人在北京？伦敦音美音放回家，北京妹纸教你说正宗Jinglish(⊙ω⊙) ”秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/D2LV6oy7E,77346,328,2604,2015-11-07 18:19:04 来自iPhone 6 Plus,台湾腔说东北话...竟然上热搜了。谢谢你们喜欢我（这样一个集美貌与智慧于一身的）女子。啧，我p图也是老牛比了。
http://m.weibo.com/2460997447/D2t91DZeA,73832,5636,10914,2015-11-05 18:31:12 来自秒拍网页版,我把《我是证人》给看了。对不起，要让你们失望了，这是一个正经的视频。真的。 秒拍视频 .
http://m.weibo.com/2460997447/D2abw0V1V,65901,31022,19614,2015-11-03 18:15:07 来自秒拍客户端,上海话 英语，大妈指数提升58个百分点！讲真，每次一说乡音觉得自己人格都变了噗秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/D1HYNw4lc,36134,1580,1218,2015-10-31 18:26:52 来自秒拍客户端,讲真，还有什么比和中年妇女一起爬山更可怕的。秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/D1Ht5CNzc,42700,148,612,2015-10-31 17:08:46 来自iPhone 6 Plus,你化不化妆都像鬼，我化不化妆都很美[爱你
http://m.weibo.com/2460997447/D1pJ09R9s,57620,8797,6314,2015-10-29 19:58:29 来自秒拍客户端,是时候让你们知道我英语歌唱得有多好了秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/D16mDhRHP,82545,42339,27555,2015-10-27 18:41:13 来自iPhone 6 Plus,美女的烦恼你们根本就不懂 秒拍视频 .
http://m.weibo.com/2460997447/D0YjNgJdC,38738,734,1556,2015-10-26 22:12:16 来自iPhone 6 Plus,心有多大舞台就有多大！哪怕只是逛商场，也要假装自己正在莫斯科的红场！　
http://m.weibo.com/2460997447/D0N2Y9SMk,24835,1110,1040,2015-10-25 17:30:34 来自秒拍客户端,你行你唱！秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/D0vN6FtXL,32276,2189,1763,2015-10-23 21:34:48 来自秒拍客户端,女人有一些想法我也是real不懂，real好siao秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/D0bpduawZ,28089,2058,1802,2015-10-21 17:41:02 来自iPhone 6 Plus,民歌要义----满怀热情，面带微笑 秒拍视频 .
http://m.weibo.com/2460997447/CFQejagn7,35181,80,912,2015-10-19 18:14:56 来自iPhone 6 Plus,太美
http://m.weibo.com/2460997447/CFHnXzSsH,54918,368,3466,2015-10-18 19:44:00 来自iPhone 6 Plus,这件白衬衣，第一次穿，就死了……我再也不吃酸辣粉了
http://m.weibo.com/2460997447/CFxwsuTw4,20801,1113,905,2015-10-17 18:37:28 来自秒拍网页版,小咖秀之香港金曲2连发。真的，我这回特别走心地演绎了。尤其是一剪梅，几次都被自己感动。 秒拍视频 .
http://m.weibo.com/2460997447/CFnZPBNfr,43554,3096,3239,2015-10-16 18:22:21 来自秒拍客户端,上课！秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CF793CWzi,51094,239,2045,2015-10-14 23:28:24 来自iPhone 6 Plus,真正的猛士，就是敢于把自己脸p圆的人！
http://m.weibo.com/2460997447/CEMm5cT14,28035,5460,4548,2015-10-12 18:32:46 来自秒拍客户端,台湾话+东北话撕逼技能max秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CEkBl1JxH,53083,9998,7206,2015-10-09 19:53:27 来自秒拍网页版,优雅地品酒是步入上流社会的基本功。 秒拍视频 .
http://m.weibo.com/2460997447/CE1eFryqf,19782,1900,2130,2015-10-07 18:35:26 来自秒拍网页版,【小咖秀】爱国歌曲三连击。我的每一帧都美。如。画。 秒拍视频 .
http://m.weibo.com/2460997447/CDRgmotYt,27725,249,387,2015-10-06 17:12:08 来自iPhone 6 Plus,现在有很多年轻女孩每天就知道找个有钱人，物质！现实！让人难以理喻，简直是女性的耻辱！请大家跟我一样，做独立的女性！
http://m.weibo.com/2460997447/CDySdjGUW,14006,471,182,2015-10-04 18:23:12 来自iPhone 6 Plus,不是我...T_T
http://m.weibo.com/2460997447/CDfSxufKy,26084,1287,1214,2015-10-02 18:01:49 来自小咖秀,我自己和自己玩得也挺开心的，我不需要旅游玩耍美食[鼻涕（来自小咖秀）APP下载地址：http://t.cn/RL1tNRY 
http://m.weibo.com/2460997447/CDffg4ah4,11877,350,108,2015-10-02 16:25:01 来自iPhone 6 Plus,论中秋佳节之际，我为何依然在家死宅（眼角有泪
http://m.weibo.com/2460997447/CD6rvyhjm,21028,1250,1662,2015-10-01 18:00:28 来自秒拍客户端,国庆七天怎么过尔等想好了吗？我是这么打算的。大家假期快乐哦么么哒秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CCOuX4kre,22740,1599,1218,2015-09-29 20:19:32 来自微博 weibo.com,一个，实用的，化妆，教程。（真的）
http://m.weibo.com/2460997447/CCErKfWgd,86765,408,2892,2015-09-28 18:44:09 来自iPhone 6 Plus,谢谢大家的祝福[爱你
http://m.weibo.com/2460997447/CCCYcpVzf,22240,100,128,2015-09-28 14:58:38 来自iPhone 6 Plus,吼！我现在就差机票酒店和单反了！
http://m.weibo.com/2460997447/CCCsJjiii,7848,468,107,2015-09-28 13:41:06 来自iPhone 6 Plus,论中秋佳节之际，我为何依然在家死宅（眼角有泪
http://m.weibo.com/2460997447/CCur6F35d,24415,912,849,2015-09-27 17:15:08 来自iPhone 6 Plus,我旁友圈里出现了一个神经病。
http://m.weibo.com/2460997447/CCnuS1M63,12040,36,115,2015-09-26 23:35:10 来自iPhone 6 Plus,手画一枚月饼，祝大家月饼节快乐。我的作图水平差不多可以去投稿Jump了。
http://m.weibo.com/2460997447/CC3tkEfd1,13542,191,1176,2015-09-24 20:36:27 来自iPhone 6 Plus,一分钟前的我和一分钟后的我就是两道完全不同的风、景、线。
http://m.weibo.com/2460997447/CBJDHoVR5,38347,218,1431,2015-09-22 18:07:03 来自iPhone 6 Plus,讲真，我这种身材和长相，难道不是穿什么都好看么？
http://m.weibo.com/2460997447/CBBgWAOG6,37825,2069,3128,2015-09-21 20:49:00 来自iPhone 6 Plus,直男的审美我是真的不懂。科科。
http://m.weibo.com/2460997447/CBs9XqCXR,20776,538,618,2015-09-20 21:37:04 来自小咖秀,紫薇那个死丫头片子real烦人。（来自小咖秀）APP下载地址：http://t.cn/RL1tNRY 
http://m.weibo.com/2460997447/CB7YE3kbk,14591,4475,3339,2015-09-18 18:14:14 来自秒拍客户端,让我教你，如何像一个台湾人一样说东北话。How to speak 东北话 like a 台湾人？巴黎时装周的官方语言就是Dongbeinese Taiwanese，OK？ps.此二种语言叠加撕逼效果加成。[呵呵[呵呵[呵呵秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CAmEfmcCV,18504,2645,1727,2015-09-13 17:44:55 来自捡到的iPhone 6 Plus,录的时候满脑子B站鬼畜哈哈哈哈。快来看我最新的#小咖秀#，跟我一起做彼此的逗比！（来自小咖秀）APP下载地址：http://t.cn/RL1tNRY 
http://m.weibo.com/2460997447/CA3JucZdH,45263,3721,3886,2015-09-11 17:35:37 来自秒拍网页版,二连发——讲真，我觉得我就是顾里。真心的。 秒拍视频 .
http://m.weibo.com/2460997447/CA1KNCbFD,13035,780,718,2015-09-11 12:33:23 来自捡到的iPhone 6 Plus,一脸没睡好，怎么都不开心。（来自小咖秀） 
http://m.weibo.com/2460997447/CzVi960Tb,13656,1719,1878,2015-09-10 20:06:16 来自秒拍客户端,小咖秀----我真的是一点都不无聊科科[呵呵[呵呵[呵呵秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CzU9uagie,26050,2939,793,2015-09-10 17:12:13 来自捡到的iPhone 6 Plus,这是哪里[眼泪[眼泪是北京嘛
http://m.weibo.com/2460997447/CzKYJC0mK,12084,104,369,2015-09-09 17:51:00 来自iPhone 6 Plus,苦瓜，蔬果界的败类！！！
http://m.weibo.com/2460997447/Cz7LEkftE,23374,27064,5383,2015-09-05 14:01:38 来自微博 weibo.com,如果計程車上出現了只有你能看到的人-[笑cry已笑晕-#第 2场# 秒拍视频
http://m.weibo.com/2460997447/CyOb62zij,6168,5899,114,2015-09-03 12:09:23 来自iPhone 6 Plus,据说转发这条微博的今天会有好事发生，信不信由你，晚上记得来还愿。[甩甩手
http://m.weibo.com/2460997447/CyNnTmh9L,10493,18,490,2015-09-03 10:08:11 来自iPhone 6 Plus,啊！我眼泪要掉下来了！我一定不是一个人！
http://m.weibo.com/2460997447/CyKxz57b1,4528,290,199,2015-09-03 02:53:46 来自微博 weibo.com,事情发生于2015年1月19日，因我的女儿拒绝其男友复合的要求，被男友密谋将我女儿在其校内出租房内杀害，手段极其残忍，且杀人后立即逃逸，因我女儿窒息时间长达5小时以上导致脑细胞缺氧性死亡致其遭受重伤一级、伤残一级的特别严重残疾。 一位母亲的血泪控诉----女儿被男友谋杀致残
http://m.weibo.com/2460997447/CywMj7pbC,19108,1933,276,2015-09-01 15:51:38 来自iPhone 6 Plus,∠( ᐛ 」∠)＿
http://m.weibo.com/2460997447/CxMDj35mI,45360,26031,33098,2015-08-27 18:23:05 来自秒拍客户端,超实用的男性生存法则！！！有没有觉得当女人说“没事”“没什么”的时候，就是一场吵架的开端？！而你要是连你女朋友为什么生气都不知道，你就准备死吧！！狗带！！看完你们会感谢我的[呵呵秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CxMC57RZG,7850,2353,2358,2015-08-27 18:20:04 来自秒拍客户端,“超实用的男性生存法则！！！有没有觉得当女人说“没事”“没什么”的时候，就是一场吵架的开端？！而你要是连你女朋友为什么生气都不知道，你就准备死吧！！狗带！！看完你们会感谢我的[呵呵”我的秒拍作品，一起来看~秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CxDR4bvX0,15029,44,689,2015-08-26 20:02:17 来自iPhone 6 Plus,今天的我，依然愁眉苦脸。
http://m.weibo.com/2460997447/Cxlzidhic,16091,3171,763,2015-08-24 21:29:03 来自小咖秀,累死我了，录的时候一不小心就自带东北话了😐（来自小咖秀）APP下载地址：http://t.cn/RL1tNRY 
http://m.weibo.com/2460997447/CxcPHDtrn,14147,11035,1733,2015-08-23 23:14:46 来自iPhone 6 Plus,据说，这是喵星人最想封杀的一段视频！[喵喵秒拍视频
http://m.weibo.com/2460997447/CwZZVjv6p,28381,217,810,2015-08-22 14:34:14 来自iPhone 6 Plus,做女人，就要像我这么刚儿！！（废话我当然后悔了！！！！！
http://m.weibo.com/2460997447/CwA67boZZ,19424,769,1810,2015-08-19 20:38:02 来自秒拍客户端,“来自七夕前夕的一发怨念，呵呵祝你们七夕愉快呵呵呵呵呵呵”我的秒拍作品，一起来看~秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CwghRlHuw,14881,1019,1010,2015-08-17 18:12:02 来自秒拍客户端,我就奇了怪了，自拍怎么可以不加滤镜？！@霍泥芳秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/Cw7fAsdJX,8364,327,208,2015-08-16 19:11:45 来自iPhone 6 Plus,假期作业一个字都写不出来，放假期间没有一天在中午之前起床，凌晨3点前一定不会睡觉，实习什么的完全不感兴趣，但我知道我是好姑娘。[微笑[微笑[微笑
http://m.weibo.com/2460997447/Cw6wzgGMo,5136,2962,467,2015-08-16 17:20:50 来自iPhone 6 Plus,dvd特典里的這段舞蹈最後的鏡頭是正片里沒有的 秒拍视频 .
http://m.weibo.com/2460997447/CvXmYd66k,12857,140,208,2015-08-15 18:02:28 来自iPhone 6 Plus,迷离の眼神，稀疏の胡茬子，谁能想到这名3岁的女猫，去年只是一枚2岁的女猫。
http://m.weibo.com/2460997447/CvW2c8g9z,5469,2279,366,2015-08-15 14:38:32 来自iPhone 6 Plus,#交通银行机器人交交#前两天疯传的交交机器人视频，是在交通银行内部微信群传播，确未证实该视频为吉林省分行所录，引起很多成都人士质疑。为此，今日去录了一段交交的新视频。此视频确为吉林省分行的交交，位于解放大路人民大街交汇。@长春赞 @长春西门大官人 @长春帮 秒拍视频 .
http://m.weibo.com/2460997447/CvGE69cG5,12985,28,260,2015-08-13 23:27:58 来自iPhone 6 Plus,我的粉丝里涌入了一群什么人？？她们是不是想让我做微商带我迅速致富成为白富美走上人生巅峰啊？？想想真是有点大激动呢！！
http://m.weibo.com/2460997447/CvERKjLmm,11029,975,136,2015-08-13 18:56:06 来自iPhone 6 Plus,“一个巴掌拍得不知道有多响。”
http://m.weibo.com/2460997447/CvlEwt1fr,17676,2862,3378,2015-08-11 18:01:19 来自秒拍客户端,今天教大家一个“和闺蜜合影时如何才能显得脸小”的心机小技巧。无比实用，包教包会，不用PS，你也能有瓜子脸～么么哒！@霍泥芳 [爱你[爱你[爱你秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CvlEs31IR,5922,736,846,2015-08-11 18:01:07 来自秒拍客户端,“今天教大家一个“和闺蜜合影时如何才能显得脸小”的心机小技巧。无比实用，包教包会，不用PS，你也能有瓜子脸～么么哒！@霍泥芳 [爱你[爱你[爱你”我的秒拍作品，一起来看~秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/Cve4jvRkl,6708,213,128,2015-08-10 22:42:54 来自iPhone 6 Plus,说什么一无所有，你不是还有病吗？
http://m.weibo.com/2460997447/CvavhskjC,9327,241,180,2015-08-10 13:38:21 来自iPhone 6 Plus,“别看我我啥都没干”
http://m.weibo.com/2460997447/CuT0TlXDq,5550,146,202,2015-08-08 17:06:45 来自小咖秀,抽你丫挺的（来自秒拍视频） 
http://m.weibo.com/2460997447/CuKxwmkX8,17089,2536,2098,2015-08-07 19:32:23 来自秒拍客户端,今天给大家分享几个自拍的小技巧，男女老少弯直通用。不客气～[呵呵[呵呵[呵呵秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CuItQah4K,6251,91,205,2015-08-07 14:17:49 来自秒拍客户端,我又把偶像包袱捡回来了，科科秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CuAValfSj,7614,3874,517,2015-08-06 19:03:14 来自iPhone 6 Plus,桥本环奈的最新广告[萌这个时候应该这么说：日本Twitter已经转疯了！喜报！一千年才出一个的超级偶像桥本环奈的曼秀雷敦广告向世人展示了宅男女神的魅力.... http://t.cn/RLTXmCn .
http://m.weibo.com/2460997447/CuAaJDFu5,14449,2063,2113,2015-08-06 17:08:51 来自小咖秀,一个颜艺的我。（来自秒拍视频） 
http://m.weibo.com/2460997447/CuyowFG7N,5557,176,106,2015-08-06 12:37:19 来自iPhone 6 Plus,后方高能！@papi酱 我在@小咖秀APP 参加了#爆笑对嘴大赛#，向#快乐大本营#上的逗比男神女神们挑战！（来自秒拍视频）APP下载地址：小咖秀 
http://m.weibo.com/2460997447/CuqWJ07C5,8350,780,1183,2015-08-05 17:39:35 来自小咖秀,可云，一个普通的演技担当[害羞（来自秒拍视频） 
http://m.weibo.com/2460997447/CuhMPkKNl,5922,238,384,2015-08-04 18:20:28 来自秒拍客户端,叫我女王大人！！！秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CuhpkhKG7,4555,448,123,2015-08-04 17:22:36 来自iPhone 6 Plus,“日本の马桶盖，是在下输了！！！泥妹纸去日本，被自动感应马桶盖震惊，终于找到了大家抢购马桶盖的原因，于是在东京的酒店和马桶盖玩了一天[偷笑[偷笑@papi酱 抢购一个送你，你会玩一年吗？”我的秒拍作品，一起来看~秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/Cu8VMF4V5,5902,182,67,2015-08-03 19:47:51 来自iPhone 6 Plus,@papi酱 我在@小咖秀APP 参加了#爆笑对嘴大赛#，向#快乐大本营#上的逗比男神女神们挑战！（来自秒拍视频）APP下载地址：小咖秀 
http://m.weibo.com/2460997447/CretjD0xc,7878,729,716,2015-07-15 16:23:16 来自微博 weibo.com,郭敬明我爱你！！！整个电影院的人都哭了！！太治愈了！！QAQ @papi酱 @霍泥芳 #看小时代4哭成狗# 秒拍视频 .
http://m.weibo.com/2460997447/Cr7ZdxIw1,5524,12,379,2015-07-14 23:52:39 来自iPhone 6 Plus,我是真的爱小四啊( •̥́ ˍ •̀ू )
http://m.weibo.com/2460997447/Cr5nwprUO,5939,1399,874,2015-07-14 17:14:17 来自iPhone 6 Plus,你的男朋友为什么不理你？∠( ᐛ 」∠)＿秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/CqVj1uFE1,1786,860,210,2015-07-13 15:35:44 来自iPhone 6 Plus,郭敬明我爱你！！！整个电影院的人都哭了！！太治愈了！！QAQ @papi酱 @霍泥芳 #看小时代4哭成狗# 秒拍视频 .
http://m.weibo.com/2460997447/CqNh1vLB0,1977,1023,407,2015-07-12 19:08:50 来自iPhone 6 Plus,郭敬明我爱你！！！整个电影院的人都哭了！！太治愈了！！QAQ @papi酱 @霍泥芳 #看小时代4哭成狗# 秒拍视频 .
http://m.weibo.com/2460997447/CpzCl9pUZ,5627,646,243,2015-07-04 18:32:35 来自iPhone 6 Plus,对！
http://m.weibo.com/2460997447/Coux4o3ol,17067,111,754,2015-06-27 15:45:34 来自iPhone 6 Plus,学生送的花[闭眼
http://m.weibo.com/2460997447/Co20m5CYJ,13287,40,509,2015-06-24 15:08:03 来自iPhone 6 Plus,今天之后就再也不做导演咯！
http://m.weibo.com/2460997447/Cny98s9hR,2977,350,69,2015-06-21 11:07:16 来自iPhone 6 Plus,一只女猫的自我修养[害羞好萌
http://m.weibo.com/2460997447/ClTjX402r,1696,37,61,2015-06-10 13:21:00 来自iPhone 6 Plus,无仁义的E还不如有仁义的A！！！！！
http://m.weibo.com/2460997447/ClKWHsFuD,1716,52,47,2015-06-09 16:01:45 来自微博 weibo.com,#papi漫画分享#一对双胞胎不仅是路痴，还是白痴。。。昨晚大半夜把我看精神了。。。嗯我笑点就是这么低。路痴真的没药医啊_(:з」∠)_
http://m.weibo.com/2460997447/CkSJDsOHw,7854,44,297,2015-06-03 22:01:14 来自iPhone 6 Plus,如果能在特长一栏里填“自拍”的话，我一定会填的...#瞎拍呗#
http://m.weibo.com/2460997447/CkGaQCN2O,8577,45,473,2015-06-02 14:02:33 来自iPhone 6 Plus,N久没来学校，人真少。
http://m.weibo.com/2460997447/Ck85dcmsq,4081,16,100,2015-05-29 23:15:17 来自iPhone 6 Plus,昨天去修刘海，完事儿我让理发师给我卷一个最近流行的low bob（是这么写么……），卷完后自我感觉high炸，问理发师能不能烫成这样，理发师说no，你的发质太好了，烫完很难看。虽然逻辑我不懂，但是心里很痛。于是这个头就变成一日限定了。五五五。
http://m.weibo.com/2460997447/CjV1Hhotc,4357,43,215,2015-05-28 14:00:55 来自iPhone 6 Plus,昨天去修刘海，完事儿我让理发师给我卷一个最近流行的low bob（是这么写么……），卷完后自我感觉high炸，问理发师能不能烫成这样，理发师说no，你的发质太好了，烫完很难看。虽然逻辑我不懂，但是心里很痛。于是这个头就变成一日限定了。五五五。
http://m.weibo.com/2460997447/Ci5rTnkUe,5527,24,208,2015-05-16 12:52:19 来自iPhone 6 Plus,大咪，你看我一眼呗T^T
http://m.weibo.com/2460997447/ChQyVhBvH,4198,8,122,2015-05-14 22:58:26 来自iPhone 6 Plus,哈哈哈哈哈哈宵夜賽高！！！
http://m.weibo.com/2460997447/ChNeDdgJP,6747,41,792,2015-05-14 14:30:12 来自iPhone 6 Plus,let's party！#逛商场就是要玩起来#
http://m.weibo.com/2460997447/C79vREgJH,4839,49,170,2015-03-05 14:59:45 来自iPhone 6 Plus,总算吃到红宝石的小方啦！！[草莓蛋糕
http://m.weibo.com/2460997447/C4RcF8ItZ,3274,49,116,2015-02-18 12:42:23 来自iPhone 6 Plus,大家新年快乐呀！
http://m.weibo.com/2460997447/BDeguuVxl,4965,24,205,2014-12-30 15:11:02 来自iPhone 5s,一个人吃一盆～好开心啊
http://m.weibo.com/2460997447/BzMLbAklE,4443,22,111,2014-12-07 23:38:50 来自iPhone 5s,COSTA的新杯子好可爱～
http://m.weibo.com/2460997447/Bym6D5LyA,2657,20,124,2014-11-28 13:57:11 来自iPhone 5s,( ´･ᴗ･` )
http://m.weibo.com/2460997447/BvC8s7JAC,2127,14,79,2014-11-10 13:14:43 来自iPhone 5s,明天就能剁手了！！好激动！！
http://m.weibo.com/2460997447/BuH8HgLfF,8727,61,838,2014-11-04 12:08:45 来自iPhone 5s,打点了好开心！！！
http://m.weibo.com/2460997447/BtFI2zx3U,1719,7,64,2014-10-28 18:40:02 来自iPhone 5s,百草同学看得我胃口越来越好了
http://m.weibo.com/2460997447/BqNVo1WhW,5129,43,406,2014-10-09 22:03:58 来自iPhone 5s,大！能！猫！
http://m.weibo.com/2460997447/BqBgkgflu,3484,155,49,2014-10-08 13:49:50 来自iPhone 5s,最近，挪威一个12岁的女孩，决定要嫁给一个37岁的大叔.. 成为挪威第一例童婚.. 这个事情瞬间激起民愤，震撼了整个挪威... 可是，当她说出背后真正的原因.......
http://m.weibo.com/2460997447/Bmcfk1XxK,320,2644,收藏,2014-09-09 14:47:29 来自iPhone客户端,开学了～
http://m.weibo.com/2460997447/Bm5LHsCmF,869,110,38,2014-09-08 22:18:01 来自微博手机版,『银魂』连载10周年纪念，官网放出的纪念头像... 銀魂 連載10周年突破記念！名言アンケート|集英社『週刊少年ジャンプ』公式サイトshonenjump.com
http://m.weibo.com/2460997447/Bm5eC8YWG,5,45,收藏,2014-09-08 20:56:31 来自iPhone客户端,中秋快乐～
http://m.weibo.com/2460997447/BlKb945Hq,100,254,收藏,2014-09-06 15:20:16 来自iPhone客户端,干酪鱼！这个东西超好吃！！ 
http://m.weibo.com/2460997447/BlifS4tOW,3283,81,117,2014-09-03 16:15:01 来自微博手机版,看看别人家的军训[拜拜今年中戏军训的照片整理！
http://m.weibo.com/2460997447/BkHF5gefB,409,74,收藏,2014-08-30 19:05:30 来自iPhone客户端,骗局。。和事情里的姑娘电话联系过后。对方说完全不知道怎么回事。电话也畅通无阻。。这人说的真的是很让人着急。。因为最近有女学生失踪？可这男的竟然能查到我的电话号码 还知道我具体哪天给姑娘发的短信和内容。。。买家和卖家都注意点吧。。可怕。。。
http://m.weibo.com/2460997447/BkouQ3mGT,202,4253,收藏,2014-08-28 18:18:04 来自iPhone客户端,上海好棒(￣▽￣)
http://m.weibo.com/2460997447/BjNMZznJ1,3,71,收藏,2014-08-24 20:51:10 来自iPhone客户端,这大暴雨...回不去啦！！！
http://m.weibo.com/2460997447/Bjccu7nvr,39,348,收藏,2014-08-20 21:09:35 来自iPhone客户端,给大家欣赏一下我父亲的摄影作品...
http://m.weibo.com/2460997447/Bi5kSrGhg,58,517,收藏,2014-08-13 13:50:44 来自iPhone客户端,美图手机真心屌爆！自拍狂魔必备！
http://m.weibo.com/2460997447/BhbKZeLj9,30,141,收藏,2014-08-07 16:21:14 来自iPhone客户端,今天立秋啊？应该吃些啥啊？？
http://m.weibo.com/2460997447/BgJj9rSEM,22,186,收藏,2014-08-04 15:55:45 来自iPhone客户端,昨天和老胡特别想吃蛋糕，于是上网搜罗了一圈，定了个蛋糕...
http://m.weibo.com/2460997447/BfXm0bkcl,14,200,收藏,2014-07-30 13:50:55 来自iPhone客户端,科目四我来了！！！
http://m.weibo.com/2460997447/BfWCDEOvO,32,170,收藏,2014-07-30 11:59:10 来自iPhone客户端,科目四我来了！！！
http://m.weibo.com/2460997447/BfReDgue2,4,56,收藏,2014-07-29 22:16:16 来自iPhone客户端,Ran Taniguchi
http://m.weibo.com/2460997447/BfEOP8mzn,16,103,收藏,2014-07-28 14:39:44 来自iPhone客户端,科目三我来了！！！
http://m.weibo.com/2460997447/BfDlMhIj4,36,218,收藏,2014-07-28 10:55:26 来自iPhone客户端,科目三我来了！！！
http://m.weibo.com/2460997447/Be8G7ANbj,13,54,收藏,2014-07-18 15:00:06 来自iPhone客户端,一会考科目二了，好紧张...
http://m.weibo.com/2460997447/Be7OYhmCQ,20,88,收藏,2014-07-18 12:49:09 来自iPhone客户端,一会考科目二了，好紧张...
http://m.weibo.com/2460997447/BdPAZ8cNb,1148,438,406,2014-07-16 14:25:14 来自分享按钮,555555555555好听哭【Live】KinKi Kids 雪白之月 中日字幕   UP主：Amor_Kun 【Live】KinKi Kids 雪白之月 中日字幕 
http://m.weibo.com/2460997447/BdHxkmPij,18,217,收藏,2014-07-15 17:54:16 来自iPhone客户端,看戏去看戏去
http://m.weibo.com/2460997447/BdxUkoEoH,858,41,46,2014-07-14 17:23:28 来自分享按钮,【小黄人之歌】Happy 日本版 Pharrell Williams   UP主：重口味椰子 【小黄人之歌】Happy 日本版 Pharrell Williams 
http://m.weibo.com/2460997447/Bdtc0oPmo,3,71,收藏,2014-07-14 05:23:17 来自iPhone客户端,话说回来，这个解说蛮好的
http://m.weibo.com/2460997447/BdsVbjkMB,106,118,收藏,2014-07-14 04:41:50 来自iPhone客户端,从这张图可以明显看出，梅西的节奏完全有别于正常人类。
http://m.weibo.com/2460997447/BdjlDD4w8,1,50,收藏,2014-07-13 04:19:33 来自iPhone客户端,巴西废掉了
http://m.weibo.com/2460997447/BcS0BCcRz,52,132,收藏,2014-07-10 06:43:34 来自iPhone客户端,梅西你怎么那！么！屌！
http://m.weibo.com/2460997447/BcR8kgwfr,269,353,收藏,2014-07-10 04:29:49 来自iPhone客户端,我只支持梅西...
http://m.weibo.com/2460997447/BcIba8Oil,2,42,收藏,2014-07-09 05:42:06 来自iPhone客户端,这是屠杀啊！！！
http://m.weibo.com/2460997447/BcHMxBT3n,4,65,收藏,2014-07-09 04:41:27 来自iPhone客户端,巴西队加油！来2个三分球就反超了！！
http://m.weibo.com/2460997447/BcHInCSmN,3,72,收藏,2014-07-09 04:31:11 来自iPhone客户端,oh my god！！！5：0！！！
http://m.weibo.com/2460997447/Bck6Yf3iW,5,35,收藏,2014-07-06 16:25:51 来自iPhone客户端,《末日》，望月峰太郎。
http://m.weibo.com/2460997447/BbCXSqbls,1,56,收藏,2014-07-02 02:35:20 来自iPhone客户端,瑞士的门将要不要这么萌！
