链接,赞,转发,评论,时间,内容概要
http://m.weibo.com/1241679004/BtVrUEqBj,1713,171,682,2014-10-30 10:44:15?来自微博 weibo.com,【[话筒]北大发布首份#屌丝生存状况报告#】①屌丝月均2917.7元，一半单身，7成远离家乡；②一日三餐花费39元以内，近六成拿不到加班费；③更喜欢宅家，社交、游戏类软件是“宅家神器”；④最放不下亲情，平均每月给父母1076.7元。新浪重庆 你怎么看？这报告靠谱吗？[doge]
http://m.weibo.com/1241679004/BtLSxk18C,5048,864,5706,2014-10-29 10:22:22?来自iPhone 5s,分享图片
http://m.weibo.com/1241679004/BtLeKzvgy,2848,77,1188,2014-10-29 08:44:21?来自iOS,海蟹，没有零卖，一买就是六个
http://m.weibo.com/1241679004/BtKxldaTq,1360,49,354,2014-10-29 06:57:24?来自iPhone 5s,美国也有中文书籍的，因为这边有中国人也有阅读需要，法拉盛有新华书店纽约分店。书籍可能是走海运集装箱来的，也有空运来的，因为加了运费，比国内贵一些，但定书非常方便，两三个星期就到货了
http://m.weibo.com/1241679004/BtJUSAN1y,5553,838,5351,2014-10-29 05:22:39?来自iPhone 5s,我买的新内裤[爱你][爱你]，最爱豹纹[爱你][爱你][爱你]
http://m.weibo.com/1241679004/BtJBT5iMv,1564,52,349,2014-10-29 04:35:51?来自iOS,我觉得知音很好啊，读知音跟上天涯一样，都是为满足一颗八卦的心，同时打发无聊的时间，relax
http://m.weibo.com/1241679004/BtJrH0V3n,1809,29,815,2014-10-29 04:10:44?来自iPhone 5s,新买的鞋子，大了一码，害我塞了三双鞋垫
http://m.weibo.com/1241679004/BtJ73vIvj,1284,29,182,2014-10-29 03:19:54?来自iPhone 5s,用绳命来观潮，顺便洗免费澡[爱你][爱你]
http://m.weibo.com/1241679004/BtGMm6PtW,2813,528,485,2014-10-28 21:23:24?来自iPhone 5s,海狮每天与顾客一起排队问鱼贩要鱼吃，好可爱！而且每天排上一小时后，都能得到鱼贩赏赐的边角料，鱼贩好有爱...有人说，要是在中国，该海狮早已加入肯德基豪华套餐[哼][哼]
http://m.weibo.com/1241679004/BtDp3y1Be,1438,71,866,2014-10-28 12:47:46?来自iPhone 5s,昆凌的棕发是天生的还是染的啊？
http://m.weibo.com/1241679004/BtB4pFiJq,2016,132,472,2014-10-28 06:51:25?来自iPhone 5s,当然美国护照的好处还是有的，有次我在中央公园见到一美国青年，他正准备周游世界，他的护照上没有任何签证，可以自由出入全世界大多数国家。缺点是：我一朋友失业了，于是申请了救济金。他刚领了一个月救济，劳动局就给他寄来一封信，上面列出了人才市场地址，希望他去积极找工作，同时参加再就业培训
http://m.weibo.com/1241679004/BtAyHc8bp,843,245,343,2014-10-28 05:33:16?来自iPhone 5s,【2014年放弃美国国籍人数有望创纪录】美国国籍也是一座“围城”，有人想进来，也有人想出去。“有时候，做美国公民要付出的代价让人感觉不值得”因为美国对其公民在全球其他地方获得的收入都进行征税，而合法避税在美国十分艰难，这让美国国籍吸引力严重下降。土豪们还要移民吗？2014年放弃美国国籍人数有望创纪录
http://m.weibo.com/1241679004/BtypfnbiG,3454,375,623,2014-10-28 00:04:30?来自iPhone 5s,中国是世界上消费象牙和犀牛角最多的国家，象牙是土豪制品。绝大多数中国人既没见过象牙，更没用过象牙。但这并不妨碍一旦非洲象灭绝，中国即成千古罪人！呼吁中国境内全面禁止象牙贸易，查封象牙加工作坊，禁止私人拥有象牙制品。
http://m.weibo.com/1241679004/Btu18htLy,5387,872,1300,2014-10-27 12:54:06?来自iPhone 5s,老人自制平板车将患精神病儿子拉回家，可怜天下父母心！
http://m.weibo.com/1241679004/Btu0H3aVq,3181,103,774,2014-10-27 12:53:01?来自iPhone 5s,辣妈钟丽缇确实漂亮
http://m.weibo.com/1241679004/BttH6yHJy,701,157,191,2014-10-27 12:04:46?来自微博 weibo.com,【俄航班遇北京雾霾 徘徊8圈等风来】昨晚，北京雾霾重，多个赴京航班被迫备降或取消，但俄航SU200航班机长坚决不备降，半夜12点在内蒙古上空转圈…转圈…再转圈…，一直到冷空气如期抵达，转了8圈多、一个半小时。最后2:09降落首都机场。详见：http://t.cn/R76PhB2
http://m.weibo.com/1241679004/BttrDpEO8,1555,309,434,2014-10-27 11:26:39?来自媒体版微博,【中越边境野生动物餐馆：猕猴现吃现杀[怒]】云南江城县，中越边境，每月“逢3”赶集日，20多家餐馆供应猕猴、麂子、熊、果子狸等野生动物。“如果你要吃，马上杀一只”是老板的常用语。案板上，被去毛烤黄后的猕猴大多后头已被砍掉，仅剩四肢和身子[泪]。食客聚集云南市集吃越南野生动物 保护动物，拒绝买卖！
http://m.weibo.com/1241679004/BttqHez2Z,823,229,205,2014-10-27 11:24:20?来自媒体版微博,【17岁天才女精通14种外语 因脑动脉爆裂猝死】印尼天才少女伟里莎，精通14种外语。当地时间23日，不幸因脑动脉爆裂死亡，年仅17岁。伟里莎生前精通的语言，分别是中文、英文、意大利文、西班牙文、俄罗斯文、阿拉伯文、德文等，她曾代表印尼出席在泰国举行的儿童权利大会。印尼17岁天才少女精通14种外语 不幸脑动脉爆裂猝死
http://m.weibo.com/1241679004/Btto24fnr,423,86,181,2014-10-27 11:17:46?来自微话题,#老婆将成为奢侈品#看来今后作为奢侈品的女人，尤其是年轻的女性们要注意了，最好习练些防身技能，以抵御色狼侵扰。男女比例失衡的严重后果，将加剧社会的不稳定性，而规模庞大的光棍群体，无疑会成为这种不稳定之源。
http://m.weibo.com/1241679004/BttaL74BC,1974,81,1102,2014-10-27 10:45:04?来自iOS,石榴，我是一个快乐的吃货.....
http://m.weibo.com/1241679004/BtsTSusog,1279,40,787,2014-10-27 10:03:28?来自iOS,finish
http://m.weibo.com/1241679004/BtsQv083W,1171,46,630,2014-10-27 09:55:09?来自iOS,快熟了哈
http://m.weibo.com/1241679004/BtkzD6zpe,2129,397,1091,2014-10-26 12:51:37?来自微话题,#少女因太美遭毁容#这年头长的丑是一种幸福：坐黑车也能顺利到达目的地了，独自一人外出也不怕被拐了，别人喜欢你也不怕是贪图自己的美貌了，成功了也不会被认为是被潜规则了，走哪都让人觉得自己特有学问了，一辈子都不会被人怀疑整容了，最重要的是不会莫名其妙的走路上让人给毁容了！人丑就是好！！
http://m.weibo.com/1241679004/Btk1n5Tfr,4234,194,2043,2014-10-26 11:27:13?来自iOS,红薯饭配红薯苗配炒豌豆
http://m.weibo.com/1241679004/Bti7J7vGN,987,186,256,2014-10-26 06:37:23?来自iPhone 5s,居住在长隆的熊猫妈妈“菊笑”7月诞下全球首例#熊猫三胞胎#，现在熊猫宝宝已经快满百日啦，时不时滚一滚，吐吐小舌头卖萌，互相抱成团真是可爱爆了。为了滚滚们能茁壮成长，动物世界想要邀请一位能干的明星园长及若干位爱心爆棚的明星老师来#熊猫宝宝幼儿园#帮帮忙。粉丝们转发@起推荐起来吧！[熊猫]
http://m.weibo.com/1241679004/BthFFzQGP,1594,26,187,2014-10-26 05:28:16?来自iPhone 5s,万圣节南瓜
http://m.weibo.com/1241679004/BthFpCn3v,2455,157,1477,2014-10-26 05:27:38?来自iOS,我的作品还好吗？其实还可以，只是角度不好，做完后随便拍了拍....
http://m.weibo.com/1241679004/Bt9aGagMn,4187,470,811,2014-10-25 07:49:56?来自iPhone 5s,从现在起，我们要从小事做起，就是不要再把“有房有车”作为高质量生活的标志。比有房有车更体面的是文明低碳生活，多乘坐地铁巴士等交通工具。不买车或少用私车，杜绝污染，世界将变得更加美好。纽约曼哈顿很少有人买车，纽约市中心也没有停车场，华尔街银行家也都跟布朗士清洁工一起坐地铁上下班....
http://m.weibo.com/1241679004/Bt979toHY,2414,208,649,2014-10-25 07:41:15?来自iPhone 5s,遥远的古代，中国人口只有几千万人，那时候没有雾霾，没有污染，没有癌症村。明朝中后期，玉米，土豆，红薯传入中国。人口开始大量增长。近几百年来，中国人口从几千万人增加到13亿人。我们的生存环境恶化与人口大量增长有关。世界人口分布中，中国也是世界人口最多的国家。我们需要从更长远角度看问题
http://m.weibo.com/1241679004/Bt90u6Vzr,1144,136,223,2014-10-25 07:24:48?来自iPhone 5s,转 // #我在看新闻# 《蓝翔校长妻子承认生育6子女》 称丈夫重男轻女，10年前曾被举报但未被处理。 蓝翔校长妻子承认生育6子女 来自@腾讯新闻客户端
http://m.weibo.com/1241679004/Bt7Nb1smJ,1872,98,666,2014-10-25 04:19:16?来自iPhone 5s,帅哥培训哪家强？[崩溃][崩溃][崩溃]
http://m.weibo.com/1241679004/Bt6Km15S2,1839,138,882,2014-10-25 01:39:35?来自iPhone 5s,【#潘玮柏彩排受伤#后发声：对不起 我还好】@潘瑋柏 原定明晚在台北小巨蛋举办“伊甸园”演唱会，今日凌晨彩排“高空特技”时，反复练习数10次后，因体力透支、重心不稳，头部遭到严重撞击。正在医院治疗的他下午透过工作人员向粉丝致歉并报平安。详情：http://t.cn/R7M3BW5 潘帅要早早好起来！[心]
http://m.weibo.com/1241679004/Bt5Za5IN5,2419,82,818,2014-10-24 23:43:19?来自iPhone 5s,有一种奇迹，叫越活越年轻
http://m.weibo.com/1241679004/Bt0cuvLR7,1686,110,710,2014-10-24 08:59:41?来自iPhone 5s,想减肥的朋友可以尝试番茄豆腐海带减肥法，即一日三餐的配菜皆为海带，豆腐和番茄炒鸡蛋[噢耶][噢耶][噢耶]
http://m.weibo.com/1241679004/Bt07XwdgZ,1383,152,974,2014-10-24 08:48:31?来自iPhone 5s,今日，阿妹出席代言活动，从照片看来，瘦身效果并不明显[泪]更多图>>>http://t.cn/R7IhtFN
http://m.weibo.com/1241679004/BsXZ1l7Gs,1567,1150,311,2014-10-24 03:21:00?来自iPhone 5s,【分享一个网上很火的煮泡面好吃的方法】亲测超好吃哦！！ 1.先在锅里放满开水，下面饼煮至面条软掉 2.把面条捞出，用凉水冲10秒（这样既可以洗掉防腐剂，面条口感也更Q） 3.在锅里重新倒热水，放入调味包和面条，根据口味喜好，加入火腿肠、番茄、青菜、虾、荷包蛋等...爱泡面的同学赶紧拿走吧[花心]
http://m.weibo.com/1241679004/BsXFSlXCC,4593,244,1760,2014-10-24 02:33:50?来自iPhone 5s,看了多张anglebaby 的照片后，我感觉我患上了脸盲症，不知道她究竟长什么样，因为好像每张照片都不一样，只能总结出：长得漂亮又年轻的是她...
http://m.weibo.com/1241679004/BsSbW5Nu8,3719,228,2202,2014-10-23 12:36:20?来自iPhone 5s,范冰冰和anglebaby 都美得不像人类，像啊啊啊啊啊[哼][哼][哼][哼]
http://m.weibo.com/1241679004/BsR5Xcqzr,2119,1312,1640,2014-10-23 09:48:51?来自iPhone 5s,找男人技术哪家强？[哼][哼][哼][去旅行]
http://m.weibo.com/1241679004/BsQ2Vvl1m,3600,367,3209,2014-10-23 07:08:39?来自iPhone 5s,Banana,拍完还人家了[吃惊]，衣服size太大显人矮
http://m.weibo.com/1241679004/BsPCbdB0Q,2330,129,1383,2014-10-23 06:02:45?来自iPhone 5s,分享图片
http://m.weibo.com/1241679004/BsP5nBV0x,2058,84,920,2014-10-23 04:41:57?来自iPhone 5s,今天好不容易小资一把，买了茶杯茶叶泡茶喝，原本以为是散叶装，打开一看是一包一包的[吃惊]，这也罢了。泡好茶喝一口，茶水里面居然有油[泪]，想起烧水的锅有油，烧水之前没检查，冲一冲就烧上了[泪][泪][泪]
http://m.weibo.com/1241679004/BsOujwBMu,1553,50,589,2014-10-23 03:10:38?来自iPhone 5s,昂贵的水果吃不起
http://m.weibo.com/1241679004/BsJ39AspO,1278,206,936,2014-10-22 13:19:59?来自微话题,#到底谁睡了南笙#南笙姑娘从无演绎经历竟突然出演《#头号绯闻#》女主角，更与宋茜蒋劲夫等明星合作《茧镇奇缘》，网曝南笙姑娘陪睡上位，你怎么看？？以前一直觉得只有王思聪才能配的上南笙，现在只想说女神又少了一个~
http://m.weibo.com/1241679004/BsJ2ExJHR,973,756,194,2014-10-22 13:18:45?来自微话题,欢庆@任志强 光荣退休！
http://m.weibo.com/1241679004/BsIUttHtO,1472,196,636,2014-10-22 12:58:36?来自iPhone 5s,真希望诛仙可以拍电视剧.....
http://m.weibo.com/1241679004/BsIeewLu6,4750,554,3253,2014-10-22 11:14:32?来自iPhone 5s,男人出轨不是没有理由的，伊利大姐，您能收拾一下再出门么？其实我也挺讨厌文章的，但我觉得女人更应该爱自己
http://m.weibo.com/1241679004/BsIaMjhnQ,1603,174,416,2014-10-22 11:06:01?来自iPhone 5s,安徽新建办公楼闲置多年成放羊场，这不挺好的吗？总算为老百姓办点实事了.....
http://m.weibo.com/1241679004/BsFV9yUBU,3863,280,2420,2014-10-22 05:22:02?来自iPhone 5s,分享图片
http://m.weibo.com/1241679004/BsFxZcog3,1056,20,249,2014-10-22 04:24:57?来自iPhone 5s,分享图片
http://m.weibo.com/1241679004/BsFwFBjex,760,8,113,2014-10-22 04:21:43?来自iPhone 5s,分享图片
http://m.weibo.com/1241679004/BsFwqi1ti,903,16,172,2014-10-22 04:21:06?来自iOS,钮泽西
http://m.weibo.com/1241679004/BsDnpop5b,1748,89,809,2014-10-21 22:53:24?来自iPhone 5s,经常来看这条鱼，然后想像把它刮鳞去鳃炖来吃的样子[馋嘴][馋嘴][困]
http://m.weibo.com/1241679004/Bsyo1wswn,1560,53,654,2014-10-21 10:11:10?来自iOS,奇异南瓜
http://m.weibo.com/1241679004/Bsy6CESi2,2252,248,836,2014-10-21 09:28:19?来自iPhone 5s,女子因银行卡被吞而怒拆ATM机，您这么威武，您老公造吗？好吧，我觉得她的手好像是挖掘机专业毕业的，那么说到挖掘机.......
http://m.weibo.com/1241679004/BsxZZmkik,4785,844,1568,2014-10-21 09:11:57?来自iPhone 5s,抱歉，此微博已被作者删除。查看帮助：http://t.cn/Rfd3rQV
http://m.weibo.com/1241679004/BsxcuEF8r,1581,100,376,2014-10-21 07:10:02?来自iPhone 5s,仅中餐馆提供的幸运饼干，几乎所有中餐馆都有提供。客人吃完饭后随菜单一起递上去，非常受美国人欢迎。打开后露出一张小纸条，正面是一段励志语言或笑话一则。背面是当天买彩票的幸运数字，以及两个标注了发音及英文注释的中文词语。林书豪出名时，网上有PS 的照片是饼干打开后露出一张林书豪...[汗]
http://m.weibo.com/1241679004/Bsx5qb0zc,1754,72,297,2014-10-21 06:52:36?来自iPhone 5s,在美国，所有中国餐馆的菜式都一模一样啊啊啊啊.....它们不属于国内任何一种菜系。为中餐馆经营者独创的“华侨菜系”[太开心][太开心][太开心]
http://m.weibo.com/1241679004/Bsx46i6Dv,1037,85,241,2014-10-21 06:49:21?来自iPhone 5s,中国地大物博文化精深，故出了国的中国人均可做祖传手艺养家糊口“开中餐馆”。不过很多中餐已不属于任何中国菜系，1，左宗堂鸡，简称左宗鸡2油炸蟹肉起司馄饨，音：汽晚餐，沾番茄酱吃。3，酸甜鸡，从未点过。4，春卷，名spring roll，不好吃。5，芥兰牛肉，简称芥蓝牛。6，仅中餐馆可提供的幸运饼干
http://m.weibo.com/1241679004/BsvIKs3Wr,1156,100,285,2014-10-21 03:24:00?来自iPhone 5s,图坦卡蒙！！当初进入墓室的人都受到了法老的诅咒而先后死去........
http://m.weibo.com/1241679004/BsvlBw8RS,4689,198,1415,2014-10-21 02:26:59?来自iPhone 5s,刚搜索了下我的新闻，感觉很不开心，媒体黑我没关系，不要误人子弟才好。
http://m.weibo.com/1241679004/Bsu6qDwP8,3116,93,420,2014-10-20 23:16:51?来自iPhone 5s,看了一段潘文石教授的视频，觉得很感动。作为一名科学家，身份地位和收入应该都很高吧，他完全可以呆在实验室，或者去动物园逛一圈，然后写论文来卖钱。可是他没有，他不顾辛劳和危险，爬遍了秦岭的每一寸土地，对野生动物进行实地考察，最后建立自然保护区。做到了真正的保护生态，为国家和人民谋幸福
http://m.weibo.com/1241679004/Bsq6YpgcS,51949,11594,14154,2014-10-20 13:07:12?来自iPhone 5s,关注我的朋友，不管你是谁，十个人走出来九个人出身条件比我好，起点比我高。希望你们更加珍惜你们的生活，过得比我好。
http://m.weibo.com/1241679004/Bsq5XsHcT,10439,1868,3733,2014-10-20 13:04:42?来自iPhone 5s,小时候，因为家里穷，我读了师范学校，因为学校英文专业已满，我还读了个中文专业。这个学校和这个专业我都不满意。今天走出来，我过得非常艰辛，有常人难以想象的困难。却又不愿平凡过一生。我找工作总会遇到学历问题需要克服，我总是在上班的间隙背单词，在晚上上网找男朋友，总是晚上两点才睡觉。
http://m.weibo.com/1241679004/BspzMylAa,2998,134,1344,2014-10-20 11:45:26?来自微博 weibo.com,两位还我钛合金狗眼！！！
http://m.weibo.com/1241679004/BsoThp32b,1855,350,1063,2014-10-20 10:00:43?来自微话题,【小心给熊喂食！平顶山#男孩被熊咬掉胳膊# 坚强未落泪】18日，平顶山一名9岁男孩在喂食黑熊时，右胳膊被咬掉，由于组织损伤过于严重，男孩已转院至郑州，并完成截肢手术。孩子的家人称动物园内安全防护措施简陋，与园方工作人员沟通时，园方透露类似事件发生过多次。平顶山男孩被动物园黑熊咬掉胳膊 坚强未落泪 (中原网)
http://m.weibo.com/1241679004/BsoOQfvTv,1740,23,391,2014-10-20 09:49:47?来自微博 weibo.com,刚买了床新被子，今天暖气就来了[泪][泪][泪]
http://m.weibo.com/1241679004/BsnGl24Le,1737,1118,810,2014-10-20 06:56:05?来自iPhone 5s,《出差一个月，媳妇A杯变C杯...》天涯情感分版高点击帖(超500万的点击)。讲的是在外出差一个多月的男人回到家后，无意间发现妻子藏着的避孕药......之后一点点挖出妻子出轨的事实，最让人大跌眼镜的是妻子的出轨对象竟然是......看完后心里挺难受的，可以想象被最爱的人背叛的滋味，那种深入骨髓的痛。
http://m.weibo.com/1241679004/BsmahwHrx,2245,31,432,2014-10-20 03:04:22?来自iPhone 5s,地板上的彩虹
http://m.weibo.com/1241679004/Bsl97EFKv,1226,94,366,2014-10-20 00:28:46?来自iPhone 5s,分享图片
http://m.weibo.com/1241679004/Bshc7kn4G,1664,238,439,2014-10-19 14:25:08?来自iPhone 5s,刚看了下大熊猫的视频，这种动物之所以成为国宝，除了数量稀少之外，善于卖萌也是一个重要原因。看了下是赠台大熊猫圆仔抢扫帚的视频，实在是可爱透了。
http://m.weibo.com/1241679004/BsdiVm5Yi,1289,93,623,2014-10-19 04:30:56?来自iPhone 5s,自慰的国宝......想要美女一枚，lol
http://m.weibo.com/1241679004/BsbaUtcEk,1722,212,956,2014-10-18 23:05:42?来自iPhone 5s,自慰的国宝......想要美女一枚，lol
http://m.weibo.com/1241679004/Bs7305jfw,1889,46,275,2014-10-18 12:35:13?来自iOS,打开华盛顿动物园的网站，来自中国的大熊猫美照占据了很大版面。还是很荣幸的
http://m.weibo.com/1241679004/Bs5jF1LfR,1915,122,440,2014-10-18 08:10:46?来自iPhone 5s,前两天有看将大熊猫训练后放归大自然的新闻。觉得很担心，它们在人类世界里衣食无忧。为什么要放归野外呢？万一吃不好或被人抓了怎么办？不过研究员说，只有回到野外原始森林，它们才算是回了家，虽然野外辛苦。但它们是自由的，才过上熊猫的生活，人类世界虽然好，但它们只是宠物。
http://m.weibo.com/1241679004/Bs32sb4Zd,2630,200,835,2014-10-18 02:22:53?来自iPhone 5s,刚穿一次的T恤丢了，应该是哪家博物馆拿去收藏了
http://m.weibo.com/1241679004/BrTWOEGVX,1787,127,778,2014-10-17 03:14:17?来自iOS,正在钻研高大上的世界名著
http://m.weibo.com/1241679004/BrORMDG4d,1147,451,497,2014-10-16 14:18:09?来自iPhone 5s,【焦作男子恋爱时给女友送烧鸡 分手时要求赔十只】焦作街头一对情侣闹分手，姑娘称，男友太抠门，从来不请她吃饭，第一次登门见自己父母，就带了一只烧鸡！男友则说：“分手可以，你得#赔我十只烧鸡#！”民警调解下，姑娘答应赔五只。极品男士啊，搂着烧鸡过日子去吧！男子恋爱时给女友送烧鸡 分手时要求赔十只 你想说___！
http://m.weibo.com/1241679004/BrOMagF7a,2956,587,1846,2014-10-16 14:04:18?来自iPhone 5s,我的情商非常低,这是我一直无法结婚的原因。决定从今以后做个有情商的人。
http://m.weibo.com/1241679004/BrMbFgmJh,2063,153,1016,2014-10-16 07:28:53?来自iPhone 5s,早上醒来觉得饿得睡不着，吃了饭还是饿。到了下午才发现原来是很久没吃肉的原因，还有很久没吃麻辣烫了:(
http://m.weibo.com/1241679004/BrIas08XJ,1817,309,574,2014-10-15 21:14:54?来自iPhone 5s,阵容太强大了..........
http://m.weibo.com/1241679004/BrEH19shJ,1668,137,387,2014-10-15 12:24:09?来自微博 weibo.com,亲戚关系有点远，其实我也希望自己多几个这种亲戚的。。。。。。。。。。。。。
http://m.weibo.com/1241679004/BrDywtXQa,2999,234,2369,2014-10-15 09:30:29?来自iPhone 5s,分享图片
http://m.weibo.com/1241679004/BrCyJckNM,1857,68,791,2014-10-15 06:58:14?来自iPhone 5s,欧洲人身体强壮，就算外面下大雪，男人也能只穿短袖..最多短袖外面套一件[汗]。而且不管黑人白人普遍长得高大，就算女人身高也有180以上。
http://m.weibo.com/1241679004/BrCk3F7G7,3021,253,2061,2014-10-15 06:22:06?来自iPhone 5s,分享图片
http://m.weibo.com/1241679004/BruDehJYf,1490,558,739,2014-10-14 10:47:21?来自iPhone 5s,麻痹啊卧槽！老娘今天因为卫生棉条塞太里面进医院了！！！！！！！这画面太美，不敢想象！！！！！！！！！[拜拜][拜拜][拜拜]
http://m.weibo.com/1241679004/BruoVe7Hw,665,124,218,2014-10-14 10:12:06?来自微话题,#蛋糕酷似鸡翅#面点技术哪家强？【女子做出美味蛋糕酷似鸡翅】据美国雅虎新闻网报道，美国加利福尼亚州奥克兰市的蛋糕师最近将蛋糕做成各种逼真的现实物品形象，例如，鸡翅、吉他、高跟鞋等等。生日想不想要这样的蛋糕啊！最后一张是亮点[哈哈]
http://m.weibo.com/1241679004/BruncuOd4,2077,260,428,2014-10-14 10:07:52?来自微博 weibo.com,人活着，不仅仅需要追求更好的生活，更重要的是要有信仰，没有信仰的人生，是失败的人生。我们不仅需要自己活得好，还需要让更多的人活得好。
http://m.weibo.com/1241679004/BrrffdpaI,1639,135,539,2014-10-14 02:10:01?来自iPhone 5s,精神病院“北京安定医院”惊现特殊病患：歌手王蓉。因《芙蓉姐夫》这首歌一事，芙蓉姐姐大仇已报。
http://m.weibo.com/1241679004/BrpOB0ELb,1063,32,466,2014-10-13 22:31:37?来自iPhone 5s,rich beggar ，move his home everyday.........
http://m.weibo.com/1241679004/BrlS86aMP,1353,150,516,2014-10-13 12:29:20?来自微博搜索,【陈冠希牵女友不爽被拍 臭脸比中指】有网友晒出在巴黎巧遇陈冠希所拍的照片，并称做为一名曾经的陈冠希粉丝，在街头巧遇偶像本人，迎面而来的却是他比中指回应，心中百感交集...[失望]你怎么看[思考]陈冠希牵女友不爽被拍 臭脸比中指惹争议(图)
http://m.weibo.com/1241679004/BrlJ4jZaq,1337,130,627,2014-10-13 12:07:01?来自微博 weibo.com,看了下柴静赴美产子舆论大哗的新闻。其实我觉得，人家是否生子，到哪里生子，是人家的个人私事，跟其他人没有任何关系。跟她的工作和身份也没太大关系（话说我并不知柴静乃何许人也）。我只是觉得美国真的不好，税收很贵。占收入的百分之二十。州税加联邦税。不学英语无法进主流社会，学英语是个大难题
http://m.weibo.com/1241679004/BrlvTyS46,2009,106,931,2014-10-13 11:34:34?来自微博 weibo.com,女子裸跑征婚。。。身材满好的。。。。。。。。。
http://m.weibo.com/1241679004/Brl8F4Yfr,1342,113,1336,2014-10-13 10:37:19?来自iOS,把放了三年的化妆品全部搜罗出来，庆幸它们并没有因为打入冷宫而丢失，头发没法弄了，以后的美貌全靠它们了:(.哪里有纯天然的染发剂？美容美发哪家强？
http://m.weibo.com/1241679004/Brh1x5BvE,2031,221,1389,2014-10-13 00:08:46?来自iPhone 5s,我基本上染了黄发后就不用化妆，也不需要特别装饰就好看，但染了黑发后我感觉需要化个妆才行，纽约人冬天崇尚黑色。这个头发染得比我本身发色还黑，配上黑衣黑裤不太好看，得配灰色衣服才成。搞成非主流了。我以前每次染发都有漂。发色越浅越难做。经常头天染了第二天不满意又改回来，很害怕患癌症
http://m.weibo.com/1241679004/BrgZ2vl0n,1737,162,1018,2014-10-13 00:02:38?来自iPhone 5s,感觉头发染黑后回头率差了很多。以前有个想法，就是现在一直染黄发，等找了男朋友结了婚再恢复黑头发[汗]。我既不想找谁养我，也不指望谁能陪我一辈子，我只是想要个孩子，但又不希望一夜情或找精子库。。。混到那样就太惨了......
http://m.weibo.com/1241679004/BrbPhpKAq,1991,1703,2861,2014-10-12 10:54:50?来自微话题,#李易峰渴望谈恋爱# 李易峰成都出席活动时表示：“我自己的同学很多都已经有小孩了，我自己也希望可以赶紧谈个恋爱，公司也在催我。因为我觉得多了恋爱经历，才能丰富自己的人生历练。特别是在塑造角色的时候，才能更有代入感。” [doge]据说最近流行娶粉丝。
http://m.weibo.com/1241679004/BrbLNoKg6,1255,308,1768,2014-10-12 10:46:16?来自微话题,抱歉，此微博已被删除。查看帮助：http://t.cn/8sYl7Qb
http://m.weibo.com/1241679004/BrbEraxob,2231,193,1097,2014-10-12 10:28:08?来自iPhone 5s,刚去银行存钱，存了三回都显示密码错误，害怕钱丢了。我连打一个半小时电话，终于有人工服务了（礼拜六礼拜天银行关门）。讲英语的，为慎重起见，我要求中文服务，结果他给我接了个广东话服务，讲广东话还不如讲英文呢。如果钱丢了，我也只好求包养了，指甲店赚不到钱，做餐馆需要去外州，花钱的地方多
http://m.weibo.com/1241679004/BraoxCAXI,2988,93,1145,2014-10-12 07:16:15?来自iOS,再来一根哈根达斯冰淇凌.....
http://m.weibo.com/1241679004/Br1zFFd5m,2248,399,519,2014-10-11 08:48:56?来自iPhone 5s,??????????????????????今天是儿子四岁生日，我和媳妇给他精心准备了生日礼物，我们的共同心愿是：希望他健康快乐成长，长大做个好人。#不要让孩子输在起跑线上#?
http://m.weibo.com/1241679004/Br0O0bI6t,2593,91,639,2014-10-11 06:51:29?来自iPhone 5s,外面派免费的哈根达斯冰淇淋，一人领了一根....
http://m.weibo.com/1241679004/BqZdB9Yfr,2703,214,2365,2014-10-11 02:49:03?来自iPhone 5s,分享图片
http://m.weibo.com/1241679004/BqTOw0ufh,1456,31,747,2014-10-10 13:03:31?来自iPhone 5s,葡萄[馋嘴][馋嘴][馋嘴]
http://m.weibo.com/1241679004/BqTaGxQDX,5010,976,5841,2014-10-10 11:25:24?来自iPhone 5s,没有唇膏，把我三年未用的腮红拿来作了涂了嘴唇...
http://m.weibo.com/1241679004/BqT4HrHZA,2131,333,2513,2014-10-10 11:10:39?来自iPhone 5s,黑头发让我感到自卑...因我交往的都是金发碧眼的朋友...可我很迷恋那种有气质的感觉....就像没放任何调味品的水煮青菜
http://m.weibo.com/1241679004/BqS9ngBHP,820,32,248,2014-10-10 08:49:25?来自iPhone 5s,看到戈尔巴乔夫的照片，想起了著名的土豆烧牛肉.以及苏联与美国做排头老大的日子....
http://m.weibo.com/1241679004/BqRUqhEWi,2375,217,1025,2014-10-10 08:12:35?来自iPhone 5s,今天上班，上了地铁才发现忘记带午饭了。我只吃中餐，附近买了一盒泡面，没有油。买了个热狗，味道怪，现在肚子很饿。等一会下班了。背了一天单词没有效果，因为肚子饿.上班很闲，有空就背单词.....
http://m.weibo.com/1241679004/BqRLyob4Z,2994,538,3740,2014-10-10 07:50:44?来自iPhone 5s,头发染黑了，一个是觉得这样可以衬托我的气质:(,另一个是以后不用染了。以免将来死于癌症。现在看着头发很沮丧。没黄发好看.....
